artwork_type_title,style_title,id,image_id,title,search_term,file_name
Painting,suprematist,207293,12baff03-af57-0410-df53-740c56575732,Painterly Realism of a Football Player—Color Masses in the 4th Dimension,Realism,12baff03-af57-0410-df53-740c56575732.jpg
Painting,Realism,27138,e1f6ef79-7216-4f19-ac78-a307a2fb4f32,A Friendly Warning,Realism,e1f6ef79-7216-4f19-ac78-a307a2fb4f32.jpg
Painting,Realism,121629,e6dd6199-c245-d1b4-a997-ce89eafb48ca,Life Study (Study of an Egyptian Girl),Realism,e6dd6199-c245-d1b4-a997-ce89eafb48ca.jpg
Painting,Realism,111377,3cea045a-92d6-36cf-1508-2c99ea740218,For Sunday's Dinner,Realism,3cea045a-92d6-36cf-1508-2c99ea740218.jpg
Painting,Realism,181777,6754947f-4ccf-b3ff-41ee-45b738534769,The Irish Question,Realism,6754947f-4ccf-b3ff-41ee-45b738534769.jpg
Painting,Impressionism,4749,074c1b1b-fe92-01ce-9e62-cc99369142dd,Mrs. George Swinton (Elizabeth Ebsworth),Realism,074c1b1b-fe92-01ce-9e62-cc99369142dd.jpg
Print,Realism,192634,c4824acc-1240-8f7b-abf9-f1b32435990c,Glory to the Soviet Youth!,Realism,c4824acc-1240-8f7b-abf9-f1b32435990c.jpg
Painting,Realism,81564,8a647e1c-d778-db71-6ba4-6456b800d6b9,"Husking Bee, Island of Nantucket",Realism,8a647e1c-d778-db71-6ba4-6456b800d6b9.jpg
Print,Realism,192586,3110a7a4-a6df-dca4-1f42-e3290d07e4af,Königsberg Is Taken!,Realism,3110a7a4-a6df-dca4-1f42-e3290d07e4af.jpg
Painting,Impressionism,191183,c6da9f8c-643b-f331-0f8f-a9b6a844caf6,Madame Paul Escudier (Louise Lefevre),Realism,c6da9f8c-643b-f331-0f8f-a9b6a844caf6.jpg
Painting,Realism,39954,be4d3662-4e77-6e13-9ff9-bcdebff0f56d,Seventeenth-Century Interior,Realism,be4d3662-4e77-6e13-9ff9-bcdebff0f56d.jpg
Painting,Impressionism,31816,7a314af6-336f-b6a4-809c-15659313a757,After the Bullfight,Realism,7a314af6-336f-b6a4-809c-15659313a757.jpg
Painting,Realism,28860,bb08408a-0650-380f-4f0f-c3f012d1113e,"Study for ""William Rush Carving His Allegorical Figure of the Schuylkill River""",Realism,bb08408a-0650-380f-4f0f-c3f012d1113e.jpg
Painting,Impressionism,663,91fcc71a-50eb-f418-85f5-d11fc81e8d83,Alice,Realism,91fcc71a-50eb-f418-85f5-d11fc81e8d83.jpg
Painting,Realism,44065,e49ad195-1f62-2fd4-f4df-61f0f0f4951f,Just Dessert,Realism,e49ad195-1f62-2fd4-f4df-61f0f0f4951f.jpg
Painting,Impressionism,8971,de060306-b5a3-5139-cad9-57e9c274d7c3,Coast of Maine,Realism,de060306-b5a3-5139-cad9-57e9c274d7c3.jpg
Print,Realism,13551,d5c86d65-97e1-478b-8ecf-cc668355d923,Self-Portrait,Realism,d5c86d65-97e1-478b-8ecf-cc668355d923.jpg
Painting,Impressionism,159722,60d5826b-aaa0-68ba-9d6c-fc0bc55c2227,Mrs. Charles Deering (Marion Denison Whipple),Realism,60d5826b-aaa0-68ba-9d6c-fc0bc55c2227.jpg
Painting,Realism,6565,b272df73-a965-ac37-4172-be4e99483637,American Gothic,Realism,b272df73-a965-ac37-4172-be4e99483637.jpg
Print,Realism,192364,a09b0e67-ed09-4b97-b813-55710a3ddaac,Untitled,Realism,a09b0e67-ed09-4b97-b813-55710a3ddaac.jpg
Painting,Realism,42953,b50c59a4-bd4d-b549-8c38-c20a1b30e0df,The Butcher Cart,Realism,b50c59a4-bd4d-b549-8c38-c20a1b30e0df.jpg
Painting,Realism,118284,c1649f5f-f6c2-c518-07ef-a2114ec7ff59,Renganeschi's Saturday Night,Realism,c1649f5f-f6c2-c518-07ef-a2114ec7ff59.jpg
